city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
qitaihe,2019-10-21,良,68,210,27,85,9,27,0.66,46
qitaihe,2019-10-22,良,78,251,30,107,16,46,0.89,28
qitaihe,2019-10-23,良,75,243,32,101,15,46,0.93,32
qitaihe,2019-10-24,良,71,254,31,93,18,43,0.82,53
qitaihe,2019-10-25,优,46,193,20,44,8,21,0.50,56
qitaihe,2019-10-26,优,22,48,12,19,6,24,0.46,42
qitaihe,2019-10-27,优,34,80,19,32,8,33,0.57,53
qitaihe,2019-10-28,良,59,169,34,69,15,40,0.99,47
qitaihe,2019-10-29,优,36,85,20,33,8,23,0.58,54
qitaihe,2019-10-30,优,25,14,15,23,7,27,0.49,50
qitaihe,2019-10-31,良,51,73,15,60,6,16,0.49,63
qitaihe,2019-10-31,良,51,73,15,60,6,16,0.49,63
qitaihe,2019-11-01,优,32,45,12,30,6,18,0.43,41
qitaihe,2019-11-02,优,39,64,16,40,8,23,0.48,47
qitaihe,2019-11-03,优,42,82,17,42,11,22,0.52,39
qitaihe,2019-11-04,优,48,80,23,54,13,34,0.65,36
qitaihe,2019-11-05,良,63,170,25,81,11,25,0.70,39
qitaihe,2019-11-06,优,32,48,16,32,10,22,0.52,44
qitaihe,2019-11-07,优,34,64,16,31,7,16,0.41,47
qitaihe,2019-11-08,优,38,57,18,39,11,22,0.53,51
qitaihe,2019-11-09,优,45,56,23,44,11,34,0.66,32
qitaihe,2019-11-10,良,67,150,34,85,17,37,0.92,35
qitaihe,2019-11-11,优,38,52,26,29,8,28,0.68,46
qitaihe,2019-11-12,优,47,90,18,51,9,32,0.61,40
qitaihe,2019-11-13,优,31,39,19,27,8,25,0.68,34
qitaihe,2019-11-14,优,37,70,24,24,9,29,0.62,45
qitaihe,2019-11-15,优,26,19,18,19,10,20,0.48,53
qitaihe,2019-11-16,优,26,20,17,21,8,18,0.49,53
qitaihe,2019-11-17,优,46,75,30,43,18,35,0.76,35
qitaihe,2019-11-18,优,39,75,23,38,11,22,0.63,45
qitaihe,2019-11-19,优,34,55,16,32,10,20,0.40,52
qitaihe,2019-11-20,优,44,61,30,32,12,37,0.51,45
qitaihe,2019-11-21,良,94,303,69,91,20,55,1.15,29
qitaihe,2019-11-22,良,55,117,36,56,21,37,0.73,44
qitaihe,2019-11-23,优,36,49,24,30,11,20,0.47,54
qitaihe,2019-11-24,优,43,127,21,42,8,18,0.37,40
qitaihe,2019-11-25,优,49,255,22,54,8,21,0.38,41
qitaihe,2019-11-26,优,41,137,24,41,9,24,0.52,42
qitaihe,2019-11-27,优,48,195,21,51,6,14,0.40,45
qitaihe,2019-11-28,优,42,172,20,41,11,23,0.40,43
qitaihe,2019-11-29,良,58,208,32,63,13,30,0.66,35
qitaihe,2019-11-30,良,59,195,33,66,14,35,0.77,36
qitaihe,2019-12-01,良,58,217,38,59,11,28,0.67,39
qitaihe,2019-12-02,良,83,302,56,95,12,35,0.98,30
qitaihe,2019-12-03,良,55,147,23,66,9,19,0.60,43
qitaihe,2019-12-04,良,57,140,23,68,11,17,0.58,42
qitaihe,2019-12-05,优,50,128,26,51,8,22,0.52,40
qitaihe,2019-12-06,优,46,100,24,46,8,27,0.55,38
qitaihe,2019-12-07,良,60,129,28,71,12,26,0.57,40
qitaihe,2019-12-08,良,76,158,53,91,14,37,0.86,30
qitaihe,2019-12-09,良,74,130,42,95,22,38,0.87,27
qitaihe,2019-12-10,轻度污染,131,279,98,150,15,49,1.28,18
qitaihe,2019-12-11,轻度污染,115,268,85,128,12,43,1.13,22
qitaihe,2019-12-12,良,60,106,41,56,13,32,0.60,39
qitaihe,2019-12-13,优,47,45,32,44,10,30,0.66,38
qitaihe,2019-12-14,良,72,163,52,63,14,29,0.68,34
qitaihe,2019-12-15,良,62,151,43,58,11,38,0.95,31
qitaihe,2019-12-16,轻度污染,124,335,94,146,19,57,1.69,16
qitaihe,2019-12-17,良,88,285,64,79,12,32,0.95,27
qitaihe,2019-12-18,良,67,269,48,61,20,44,0.73,26
qitaihe,2019-12-19,良,90,322,66,93,16,54,1.00,21
qitaihe,2019-12-20,良,67,216,48,58,9,45,0.83,35
qitaihe,2019-12-21,良,92,270,68,86,16,59,1.16,23
qitaihe,2019-12-22,中度污染,194,338,152,194,19,79,1.89,18
qitaihe,2019-12-23,中度污染,193,333,153,191,16,70,1.63,23
qitaihe,2019-12-24,良,74,207,53,60,13,52,1.02,28
qitaihe,2019-12-25,良,100,271,74,93,17,42,0.87,27
qitaihe,2019-12-26,轻度污染,134,348,101,125,17,51,1.09,24
qitaihe,2019-12-27,中度污染,161,359,124,160,19,64,1.21,18
qitaihe,2019-12-28,中度污染,174,349,134,173,20,65,1.32,16
qitaihe,2019-12-29,轻度污染,122,295,91,125,20,44,0.97,28
qitaihe,2019-12-30,良,69,158,50,58,23,28,0.63,38
qitaihe,2019-12-31,良,59,222,36,55,20,26,0.55,44
sanya,2016-01-01,优,41,15,16,25,3,11,0.69,82
sanya,2016-01-02,优,47,30,20,30,3,17,0.78,93
sanya,2016-01-03,优,37,16,19,32,3,26,0.84,58
sanya,2016-01-04,优,23,1,9,17,2,15,0.69,37
sanya,2016-01-05,优,28,5,11,23,3,22,0.84,27
sanya,2016-01-06,优,30,17,16,26,3,14,0.71,49
sanya,2016-01-07,优,44,73,17,29,3,8,0.65,90
sanya,2016-01-08,优,42,46,14,30,3,8,0.65,84
sanya,2016-01-09,优,46,51,21,39,4,8,0.69,90
sanya,2016-01-10,优,45,61,20,39,4,9,0.72,81
sanya,2016-01-11,优,39,77,18,38,2,19,0.79,43
sanya,2016-01-12,优,28,15,13,18,1,11,0.89,54
sanya,2016-01-13,优,34,18,9,16,1,7,0.80,70
sanya,2016-01-14,优,40,19,11,19,2,7,0.74,76
sanya,2016-01-15,优,35,31,16,34,2,14,0.83,52
sanya,2016-01-16,优,34,15,17,33,2,24,0.95,24
sanya,2016-01-17,优,35,31,17,35,2,21,0.89,22
sanya,2016-01-18,优,33,11,17,24,2,11,1.07,58
sanya,2016-01-19,优,37,21,4,11,1,7,0.89,76
sanya,2016-01-20,优,39,25,11,22,2,15,0.84,54
sanya,2016-01-21,优,37,66,18,35,3,29,1.03,26
sanya,2016-01-22,优,37,77,15,36,3,26,0.98,19
sanya,2016-01-23,优,21,11,6,18,2,13,1.02,22
sanya,2016-01-24,优,25,2,3,10,1,8,0.76,53
sanya,2016-01-25,优,38,18,18,24,2,7,0.62,64
sanya,2016-01-26,优,43,28,22,38,3,20,0.67,65
sanya,2016-01-27,优,35,27,19,32,3,29,0.69,44
sanya,2016-01-28,优,42,61,23,39,4,44,1.06,23
sanya,2016-01-29,优,33,35,16,27,3,28,0.90,31
sanya,2016-01-30,优,26,7,7,15,2,11,0.55,52
sanya,2016-01-31,优,29,9,9,21,3,7,0.53,53
sanya,2016-02-01,优,26,37,10,20,2,11,0.68,47
sanya,2016-02-02,优,21,5,7,13,2,13,0.96,38
sanya,2016-02-03,优,34,5,9,15,3,10,0.92,70
sanya,2016-02-04,优,43,30,16,27,3,7,0.71,84
sanya,2016-02-05,优,42,58,23,32,3,11,0.85,78
sanya,2016-02-06,优,49,65,33,38,4,8,0.85,81
sanya,2016-02-07,良,74,121,45,75,10,10,0.69,117
sanya,2016-02-08,良,71,36,47,72,12,10,0.57,97
sanya,2016-02-09,良,58,64,29,51,6,8,0.61,101
sanya,2016-02-10,优,45,26,22,43,5,12,0.64,74
sanya,2016-02-11,优,36,8,17,35,4,10,0.67,48
sanya,2016-02-12,优,30,7,16,28,4,11,0.71,38
sanya,2016-02-13,优,35,54,21,33,4,17,0.80,29
sanya,2016-02-14,优,35,98,19,34,3,14,0.81,34
sanya,2016-02-15,优,36,71,19,30,3,11,0.97,54
sanya,2016-02-16,优,35,24,12,18,3,11,0.85,66
sanya,2016-02-17,优,34,9,13,23,3,12,0.74,69
sanya,2016-02-18,优,40,14,19,30,5,14,0.75,80
sanya,2016-02-19,优,41,21,19,34,3,10,0.73,77
sanya,2016-02-20,优,30,4,13,25,3,8,0.78,57
sanya,2016-02-21,优,43,25,18,30,3,7,0.77,87
sanya,2016-02-22,优,46,38,23,44,4,10,0.71,79
sanya,2016-02-23,优,43,82,24,43,6,10,0.69,62
sanya,2016-02-24,优,33,37,7,17,3,11,0.81,61
sanya,2016-02-25,优,38,27,5,13,3,10,0.74,76
sanya,2016-02-26,优,37,27,8,15,3,18,0.71,72
sanya,2016-02-27,优,32,12,15,22,3,19,0.76,64
sanya,2016-02-28,优,44,39,22,38,3,18,0.84,77
sanya,2016-02-29,良,60,130,22,41,4,17,0.74,115
sanya,2016-03-01,良,63,95,28,61,3,13,0.60,108
sanya,2016-03-02,良,55,38,23,51,2,7,0.57,102
sanya,2016-03-03,优,48,24,20,43,2,10,0.54,86
sanya,2016-03-04,优,34,4,14,30,2,9,0.50,63
sanya,2016-03-05,优,28,2,11,25,2,10,0.50,48
sanya,2016-03-06,优,27,2,12,26,2,16,0.56,37
sanya,2016-03-07,优,25,1,10,22,2,13,0.55,41
sanya,2016-03-08,优,29,5,11,22,2,12,0.56,55
sanya,2016-03-09,优,26,15,10,22,2,12,0.53,41
sanya,2016-03-10,优,28,40,12,27,2,14,0.59,36
sanya,2016-03-11,优,21,1,6,19,2,14,0.70,35
sanya,2016-03-12,优,29,3,6,19,3,27,0.72,52
sanya,2016-03-13,优,38,33,18,37,3,33,0.90,31
sanya,2016-03-14,优,28,5,14,26,2,28,0.90,24
sanya,2016-03-15,优,32,5,14,25,2,19,0.87,52
sanya,2016-03-16,优,37,11,17,35,3,29,0.91,37
sanya,2016-03-17,优,31,5,15,30,3,15,0.66,37
sanya,2016-03-18,优,30,2,16,27,3,9,0.56,51
sanya,2016-03-19,优,28,3,13,27,3,14,0.57,34
sanya,2016-03-20,优,23,3,10,20,2,5,0.52,43
sanya,2016-03-21,优,28,4,15,25,3,6,0.59,53
sanya,2016-03-22,优,32,28,15,31,3,6,0.60,57
sanya,2016-03-23,优,28,22,12,25,3,8,0.60,51
sanya,2016-03-24,优,34,32,11,29,4,16,0.74,49
sanya,2016-03-25,优,30,2,6,16,3,15,0.82,51
sanya,2016-03-26,优,42,16,18,34,4,11,0.73,88
sanya,2016-03-27,良,82,230,29,50,5,13,0.67,146
sanya,2016-03-28,良,94,268,26,49,5,11,0.64,143
sanya,2016-03-29,良,72,130,23,45,4,9,0.63,121
sanya,2016-03-30,良,52,40,24,49,2,13,0.69,91
sanya,2016-03-31,优,41,11,20,40,2,16,0.70,54
sanya,2016-04-01,优,37,6,15,35,3,16,0.72,36
sanya,2016-04-02,优,25,1,11,23,2,8,0.64,41
sanya,2016-04-03,优,25,1,12,24,2,7,0.62,38
sanya,2016-04-04,优,26,4,12,24,3,9,0.49,36
sanya,2016-04-05,优,26,3,13,25,1,6,0.55,44
sanya,2016-04-06,优,27,6,12,24,1,6,0.62,48
sanya,2016-04-07,优,27,6,12,25,2,9,0.63,43
sanya,2016-04-08,优,25,3,12,24,1,9,0.61,38
sanya,2016-04-09,优,23,1,12,22,1,7,0.59,37
sanya,2016-04-10,优,28,8,13,26,1,7,0.60,49
sanya,2016-04-11,优,45,53,24,44,1,10,0.68,61
sanya,2016-04-12,优,38,26,18,37,1,7,0.62,62
sanya,2016-04-13,优,48,59,25,47,1,11,0.68,71
sanya,2016-04-14,优,50,65,27,51,1,11,0.70,69
sanya,2016-04-15,优,49,64,27,49,1,7,0.67,71
sanya,2016-04-16,优,48,108,28,48,1,6,0.64,71
sanya,2016-04-17,优,42,59,21,41,2,7,0.60,44
sanya,2016-04-18,优,35,9,16,34,2,12,0.61,35
sanya,2016-04-19,优,35,7,17,34,2,9,0.64,47
sanya,2016-04-20,优,24,2,11,22,2,8,0.53,35
sanya,2016-04-21,优,26,1,12,25,2,7,0.55,40
sanya,2016-04-22,优,26,1,10,24,2,9,0.55,38
sanya,2016-04-23,优,39,42,12,23,2,18,0.74,77
sanya,2016-04-24,优,37,36,14,31,2,27,0.84,54
sanya,2016-04-25,优,37,31,15,37,2,16,0.77,36
sanya,2016-04-26,优,25,4,9,23,2,9,0.63,32
sanya,2016-04-27,优,34,8,17,32,2,18,0.75,29
sanya,2016-04-28,优,33,4,15,32,1,18,0.82,37
sanya,2016-04-29,优,34,5,15,33,1,23,0.82,35
sanya,2016-04-30,优,32,3,13,30,2,17,0.76,35
sanya,2016-05-01,优,29,1,13,28,3,11,0.67,24
sanya,2016-05-02,优,27,2,12,26,2,7,0.60,32
sanya,2016-05-03,优,24,1,11,22,2,7,0.54,28
sanya,2016-05-04,优,27,2,15,25,1,7,0.52,32
sanya,2016-05-05,优,26,1,12,25,1,7,0.54,27
sanya,2016-05-06,优,23,1,10,22,2,8,0.53,28
sanya,2016-05-07,优,23,2,8,21,2,8,0.53,32
sanya,2016-05-08,优,21,2,10,19,2,7,0.53,29
sanya,2016-05-09,优,22,2,9,20,2,6,0.52,34
sanya,2016-05-10,优,23,3,11,22,2,7,0.52,32
sanya,2016-05-11,优,29,1,14,27,2,11,0.60,48
sanya,2016-05-12,优,32,5,11,23,2,8,0.61,56
sanya,2016-05-13,优,35,9,13,25,2,18,0.68,66
sanya,2016-05-14,优,27,3,8,20,2,7,0.59,50
sanya,2016-05-15,优,23,1,9,19,2,8,0.56,43
sanya,2016-05-16,优,29,4,9,18,3,13,0.64,52
sanya,2016-05-17,优,43,26,18,37,3,10,0.73,76
sanya,2016-05-18,良,51,34,14,28,3,8,0.70,86
sanya,2016-05-19,优,24,1,10,21,3,9,0.63,34
sanya,2016-05-20,优,21,1,8,20,2,10,0.59,37
sanya,2016-05-21,优,38,66,12,27,2,12,0.70,72
sanya,2016-05-22,优,35,46,12,21,3,12,0.73,71
sanya,2016-05-23,优,44,94,18,32,3,14,0.88,91
sanya,2016-05-24,优,34,20,10,20,3,6,0.71,57
sanya,2016-05-25,优,19,2,5,12,3,5,0.59,30
sanya,2016-05-26,优,20,3,6,15,2,10,0.61,30
sanya,2016-05-27,优,22,3,9,20,2,15,0.73,35
sanya,2016-05-28,优,33,42,13,31,2,14,0.76,44
sanya,2016-05-29,优,32,27,12,30,2,18,0.78,29
sanya,2016-05-30,优,32,23,11,31,2,11,0.74,36
sanya,2016-05-31,优,26,8,8,21,2,4,0.60,50
sanya,2016-06-01,优,25,3,7,20,4,7,0.58,53
sanya,2016-06-02,优,32,28,9,22,3,10,0.58,57
sanya,2016-06-03,优,35,44,11,23,2,9,0.61,71
sanya,2016-06-04,优,35,34,11,25,3,11,0.62,68
sanya,2016-06-05,优,35,31,12,25,3,12,0.66,59
sanya,2016-06-06,优,34,16,8,19,2,10,0.57,68
sanya,2016-06-07,优,32,17,10,23,3,12,0.61,55
sanya,2016-06-08,优,29,10,6,18,2,11,0.57,54
sanya,2016-06-09,优,28,14,7,18,2,9,0.59,57
sanya,2016-06-10,优,33,46,10,24,2,17,0.69,58
sanya,2016-06-11,优,38,98,14,29,2,18,0.72,61
sanya,2016-06-12,优,38,88,12,27,2,14,0.70,67
sanya,2016-06-13,优,36,55,13,27,2,16,0.63,64
sanya,2016-06-14,优,34,36,9,25,3,16,0.49,62
sanya,2016-06-15,优,33,45,8,22,3,11,0.50,65
sanya,2016-06-16,优,31,26,7,24,3,13,0.53,53
sanya,2016-06-17,优,26,11,5,19,3,14,0.51,44
sanya,2016-06-18,优,22,8,4,16,3,9,0.49,40
sanya,2016-06-19,优,15,1,3,13,3,8,0.47,23
sanya,2016-06-20,优,17,4,4,15,3,8,0.48,24
sanya,2016-06-21,优,18,4,5,17,2,11,0.55,20
sanya,2016-06-22,优,16,2,3,14,2,9,0.55,23
sanya,2016-06-23,优,16,2,2,12,2,10,0.58,29
sanya,2016-06-24,优,18,1,5,14,3,9,0.58,34
sanya,2016-06-25,优,18,3,6,16,2,14,0.62,23
sanya,2016-06-26,优,19,3,4,16,3,9,0.60,27
sanya,2016-06-27,优,18,2,4,11,3,6,0.62,34
sanya,2016-06-28,优,17,1,4,14,2,8,0.56,29
sanya,2016-06-29,优,18,2,7,15,2,14,0.64,22
sanya,2016-06-30,优,26,29,9,25,3,8,0.58,40
sanya,2016-07-01,优,27,60,9,26,3,5,0.56,45
sanya,2016-07-02,优,29,57,10,27,3,10,0.62,38
sanya,2016-07-03,优,25,36,8,24,3,13,0.61,26
sanya,2016-07-04,优,24,30,8,22,3,13,0.60,34
sanya,2016-07-05,优,25,30,7,23,3,10,0.55,32
sanya,2016-07-06,优,25,27,9,24,3,8,0.56,38
sanya,2016-07-07,优,20,6,6,15,3,9,0.53,32
sanya,2016-07-08,优,21,6,6,18,3,9,0.54,27
sanya,2016-07-09,优,20,15,5,13,3,7,0.53,40
sanya,2016-07-10,优,24,11,7,19,3,9,0.56,47
sanya,2016-07-11,优,27,12,9,24,3,11,0.57,44
sanya,2016-07-12,优,27,22,10,24,4,14,0.58,33
sanya,2016-07-13,优,24,14,7,19,3,11,0.58,42
sanya,2016-07-14,优,31,55,11,28,3,8,0.59,52
sanya,2016-07-15,优,30,35,11,28,4,10,0.62,39
sanya,2016-07-16,优,28,27,10,25,4,6,0.60,52
sanya,2016-07-17,优,27,24,10,24,4,5,0.59,51
sanya,2016-07-18,优,29,40,11,27,3,5,0.58,52
sanya,2016-07-19,优,28,30,9,26,2,5,0.52,45
sanya,2016-07-20,优,23,15,8,21,1,4,0.45,32
sanya,2016-07-21,优,16,1,4,13,2,4,0.43,26
sanya,2016-07-22,优,16,4,5,14,2,7,0.48,19
sanya,2016-07-23,优,16,3,5,13,2,6,0.46,23
sanya,2016-07-24,优,20,6,6,17,2,9,0.49,22
sanya,2016-07-25,优,22,5,7,18,2,10,0.48,22
sanya,2016-07-26,优,25,11,9,24,2,13,0.53,23
sanya,2016-07-27,优,23,5,9,20,2,9,0.56,41
sanya,2016-07-28,优,20,4,8,19,2,10,0.64,30
sanya,2016-07-29,优,19,1,6,16,2,9,0.59,30
sanya,2016-07-30,优,20,3,5,15,2,9,0.53,29
sanya,2016-07-31,优,22,7,8,20,2,11,0.54,32
